,Fecha,Año,Trimestre,Provincia,Tot_Vel_Media_DL_Trim_x_Prov,Tot_Acc_ADSL_x_Prov,Tot_Acc_CaModem_x_Prov,Tot_Acc_FO_x_Prov,Tot_Acc_Wireless_x_Prov,Tot_Acc_Otros_x_Prov,Tot_Acc_x_Prov,Tot_pntrcion_x_c100_Habi_x_Prov,Tot_pntrcion_x_c100_Hoga_x_Prov,Tot_Acc_rango_0->512_kbps_x_Prov,Tot_Acc_rango_0.512->1_Mbps_x_Prov,Tot_Acc_rango_1->6_Mbps_x_Prov,Tot_Acc_rango_6->10_Mbps_x_Prov,Tot_Acc_rango_10->20_Mbps_x_Prov,Tot_Acc_rango_20->30_Mbps_x_Prov,Tot_Acc_rango_>30_Mbps_x_Prov,Tot_Acc_rango_Otros_Mbps_x_Prov,Tot_Acc_rango_Mbps_x_Prov,Tasa_Crec_Accesos_x_Prov,Tasa_Crec_Pntcion_xc100_Hoga_x_Prov,Tasa_Crec_Pntcion_xc100_Habi_x_Prov,Tasa_Crec_Acc_ADSL_x_Prov,Tasa_Crec_Acc_CaModem_x_Prov,Tasa_Crec_Acc_FO_x_Prov,Tasa_Crec_Acc_Wireless_x_Prov,Tasa_Crec_Acc_Otros_x_Prov,Tasa_Crec_Acc_rango_0->512_kbps_x_Prov,Tasa_Crec_Acc_rango_0.512->1_Mbps_x_Prov,Tasa_Crec_Acc_rango_1->6_Mbps_x_Prov,Tasa_Crec_Acc_rango_6->10_Mbps_x_Prov,Tasa_Crec_Acc_rango_10->20_Mbps_x_Prov,Tasa_Crec_Acc_rango_20->30_Mbps_x_Prov,Tasa_Crec_Acc_rango_>30_Mbps_x_Prov,Tasa_Crec_Acc_rango_Otros_Mbps_x_Prov
545,2019-07-01,2019,3,Buenos Aires,25.6793801438341,1277249.0,2144956.0,425386.0,85572.0,27070.0,3960233.0,22.7617336155622,69.3563010607913,238920.0,44648.0,1432722.0,222812.0,260506.0,483572.0,1246209.0,42294.0,3971683.0,4.909488724346001,4.647280040021173,4.648036805559497,-0.3712817386002376,2.220939461721616,15.735777725989797,18.977743835915327,-0.7202881152461038,28.57142857142858,-22.499999999999996,2.2889289062848706,-2.9422253922967156,6.822378314583211,8.421571041615362,24.50195606379777,13.636363636363647
571,2019-10-01,2019,4,Buenos Aires,30.7696941410059,720011.0,2191672.0,669194.0,87111.0,18266.0,3686254.0,21.1350893819089,64.2520528824542,33489.0,27537.0,1177446.0,262297.0,247106.0,452570.0,1465133.0,20676.0,3686254.0,0.23513707772870873,-0.6660378428323677,-0.06600398479206238,-1.0692789265819291,2.1580902936835233,1.0000000000000009,0.0,0.0,0.0,-2.4670708760192395,-3.1693850887174913,1.7667392139290694,5.361711392956292,18.60045146726863,31.746031746031743,0.0
589,2020-01-01,2020,1,Buenos Aires,45.1812880737555,673237.0,2210349.0,720688.0,85443.0,18334.0,3708051.0,21.2080810142128,64.3256310174343,38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0,28935.0,3718747.0,1.505993238397707,1.23929683534294,1.2367387722472811,-3.8478647686832734,1.8301635537951944,5.715111796453365,35.3770923453075,0.0,0.0,0.0,0.6939941886991763,-3.1188481877484797,1.0383169966293515,-8.533267375711107,10.397306045734567,0.0
610,2020-04-01,2020,2,Buenos Aires,45.6619736321228,661272.0,2244277.0,723072.0,91736.0,57189.0,3777546.0,21.5528584048363,65.2205801358229,37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0,21233.0,3777546.0,-2.9371788187979475,-4.349681882813727,-3.292026073334564,0.04256965944271496,-7.14616215104622,3.5305343511450316,-3.3400340188650124,-0.07012622720897754,-0.4053271569195105,-15.720524017467252,-3.7556591360199842,5.274725274725278,-0.5167632972019165,1488.888888888889,-2.285714285714291,0.0
643,2020-07-01,2020,3,Buenos Aires,48.3766239081151,653930.0,2384557.0,749087.0,94162.0,55541.0,3937277.0,22.4100880534403,67.6561898309092,37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0,19853.0,3937277.0,-0.42862535465094664,-0.7169811320754671,-0.7185122569738023,-2.1722877554411046,-0.8185762230893068,0.49787141929431566,0.6642883503505947,5.506607929515428,7.352941176470584,-0.7021063189568744,-0.43242326606749426,-1.0161697077584964,0.9436659994280783,14.75800954328561,-0.8319281888514163,-1.3784212614042057
671,2020-10-01,2020,4,Buenos Aires,50.0083808396358,635651.0,2441248.0,804991.0,93444.0,57927.0,4033261.0,22.9015115325469,68.9770222017074,36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0,9016.0,4033261.0,1.5298951237971758,1.2117770487060087,1.2087112071047734,-0.45421657689524997,0.8852459016393421,-0.00963205548063506,16.379842908834163,0.005444547285882173,0.0,0.0,-2.585537370970248,13.013493253373309,-5.36142971459056,6.43869377695625,5.69509887582087,11.936448378964638
677,2021-01-01,2021,1,Buenos Aires,50.7856560850651,629679.0,2452056.0,821597.0,98806.0,57864.0,4060002.0,22.998353975762,69.1052407618594,36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0,10867.0,4060002.0,2.3550759985170977,2.0420275336364035,2.0420873189560984,-8.028641434926376,1.9575233172266504,18.083322985222907,1.5521198212344434,0.23304969920330265,-25.64102564102564,17.802385008517895,-7.317645219294821,-5.126270248515952,-13.850583906574943,242.46973365617436,4.391013225610085,0.03091190108190922
708,2021-04-01,2021,2,Buenos Aires,52.7554293700371,603255.0,2503830.0,854173.0,113546.0,57547.0,4132351.0,23.352473727873,70.0033033602797,37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0,9108.0,4132351.0,1.0714975701823448,0.7455335285634801,0.7458182784852774,0.17632411333199371,0.6847529501729177,1.4106583072100332,348.61660079051387,1.403130059363189,0.0,15.660016397922938,1.2856459002940523,0.2969888629176465,0.0,0.0,0.0,0.0
728,2021-07-01,2021,3,Buenos Aires,56.2575509246959,585729.0,2595485.0,885613.0,120228.0,64554.0,4251609.0,23.9698919039995,71.6821894010193,37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0,9728.0,4251609.0,-0.9138776546900318,-1.193401193401189,-1.231884057971011,-10.86119932747992,0.3004461169615391,1.2220394736842,0.008470269354554638,-0.0768285187461637,-94.1637737243878,-89.55355197846812,-79.39935378502304,68.00964161327786,-91.40510602940698,-99.69140917997962,-18.141565856050867,2.0204015352500493
764,2021-10-01,2021,4,Buenos Aires,60.2091238315554,426325.0,2706506.0,1176024.0,126887.0,73415.0,4509157.0,25.3625141144029,75.6641060233847,37821.0,11026.0,352950.0,331292.0,297296.0,196021.0,3259793.0,22958.0,4509157.0,13.868538637755456,13.581088706933798,13.575371222312448,13.314530818496983,36.57692573880544,9.15530370108022,5.481831781112767,3.1535053427156567,-7.692307692307687,-10.66549140590568,-6.091605884534557,-5.355044485479265,-1.9686605154311199,78.544061302682,40.15609264853979,371.27789046653146
783,2022-01-01,2022,1,Buenos Aires,62.51,392045.0,2728865.0,1242121.0,125521.0,66872.0,4555424.0,25.5630301520284,76.0781466115726,31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0,26280.0,4555424.0,0.1813784764207904,0.1813784764207904,-0.1532802872841632,0.0,2.0153550863723613,0.0,11.111111111111116,0.0,50.0,0.0,2.096005862953465,0.0,0.0,0.0,0.0,0.0
807,2022-04-01,2022,2,Buenos Aires,65.5,350652.0,2719613.0,1399043.0,126847.0,71028.0,4667183.0,26.1292712783274,77.58,30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0,65849.0,4667183.0,1.582891091752603,1.283096024832342,1.2783345233898347,-14.110429447852757,157.02903682719545,700.0,-1.6641368073639806,-47.825632812227994,-1.6393442622950838,-52.41057542768274,-17.461083624954743,452.95804013552254,12.752499489900027,-1.7110709496880983,0.0,-48.1793696876421
822,2022-07-01,2022,3,Buenos Aires,70.19,339648.0,2748325.0,1436433.0,126846.0,70416.0,4721668.0,26.37,78.11,29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0,65821.0,4721668.0,-3.295672084381218,-3.295672084381396,-3.9780410662546117,-5.377736663583099,0.2592592592592702,1.0204081632652962,3.0385582564962377,-6.323185011709597,2.4390243902439046,-7.4074074074074066,-2.0308660933660905,0.0,0.0,0.0,0.0,0.0
848,2022-10-01,2022,4,Buenos Aires,111.0,325908.0,2767247.0,1499149.0,129910.0,72451.0,4794665.0,26.72,78.94,28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0,97634.0,4794665.0,-1.0004900359359636,-1.5911960195260755,-1.5936460068302738,-12.610350692475903,-0.25695744958843525,58.51769911504425,1.8037011009604198,-86.4213611201563,4.0000000000000036,0.0,-33.55911128562548,39.16317991631799,91.99882335637595,-1.0067114093959773,29.20353982300885,-33.197278911564624
868,2023-01-01,2023,1,Buenos Aires,116.18,304583.0,2761043.0,1551074.0,132458.0,71770.0,4820928.0,26.81,79.0,28615.0,25137.0,249864.0,264388.0,241923.0,104495.0,3810940.0,95566.0,4820928.0,-1.7227136122149544,-2.5295518943925344,-1.9249767166238496,-0.527008059603995,-3.802058136968034,4.471403812824959,1.9582245430809442,-0.6263048016701411,-2.50788406667668,-5.549689850864459,-2.1422007174808466,5.135689103878005,0.06828202426938379,21.922702176031184,-10.597140454163167,0.0
905,2023-04-01,2023,2,Buenos Aires,138.35,265537.0,2766463.0,1645945.0,138405.0,69138.0,4885488.0,27.1,79.67,28007.0,24674.0,246067.0,253078.0,245505.0,107502.0,3883235.0,97420.0,4885488.0,-1.2180684538686148,-1.2180684538685482,-1.4845140289265313,0.0,-7.823209643110374,0.0,-15.325248070562292,20.58823529411764,-35.74329813160032,0.0,-0.06710846405503235,0.0,0.0,0.0,0.0,0.0
912,2023-07-01,2023,3,Buenos Aires,146.84,237705.0,2784175.0,1740239.0,137921.0,68197.0,4968237.0,27.5,80.64,27440.0,24820.0,242010.0,241310.0,246076.0,112159.0,3951660.0,122762.0,4968237.0,-1.955010875908536,-1.9550108759089468,-2.2168407633776255,-2.244351056702598,0.0,0.0,0.0,0.0,0.14224751066855834,-7.120099736805652,-2.6178469633852175,3.0161206448257927,11.064278187565858,0.0,0.0,0.0
941,2023-10-01,2023,4,Buenos Aires,158.49,223391.0,2797700.0,1784593.0,137993.0,67943.0,5011620.0,27.68,80.96,1953.317,8864.257,132772.534,38408.51,37138.329,20091.33,122209.765,6514.383299798793,367909.447,3.4963372917179436,3.2456512515909974,3.2478632478632585,-11.449807131432877,1.04013185825238,26.101832521456746,0.0,0.06816632583503957,1.1235955056179803,4.079861111111116,-10.369798777230365,-1.4073551491470826,7.3001508295625905,5.22193211488251,29.05514751649445,-4.904904904904905
979,2024-01-01,2024,1,Buenos Aires,159.13,112930.8609731877,182158.2810327706,48556.98609731877,12542.229394240318,6497.041708043694,362685.3992055611,27.8,81.1,26002.0,22510.0,221185.0,233225.0,241778.0,106418.0,4068292.0,125147.0,5044557.0,2.2029613578909313,1.5967451673604804,1.6002944804548669,-2.1257002532422686,2.9379844961240353,-3.125,0.8064516129032251,91.47058823529413,-8.333333333333337,-7.0469798657718075,-6.202817339870803,-5.1918158567774935,10.72418764555838,-3.112620260328236,2.443991853360483,38.41387856257745
1001,2024-04-01,2024,2,Buenos Aires,157.41,214055.0,2722466.0,1849476.0,138638.0,64745.0,4989380.0,27.43,79.84,25287.0,23034.0,222627.0,221660.0,244528.0,106302.0,4020395.0,125547.0,4989380.0,0.7378735526072822,-0.2122165012018118,0.4203345421692317,0.2571516037960464,16.53279785809907,0.0,0.0,0.0,0.0,-3.382895918571005,-1.7319362683819395,3.8015959279976697,10.855514629230667,-1.2142857142857122,30.000000000000004,0.0
1010,2024-10-01,2024,4,Buenos Aires,24.720245470900192,112930.8609731877,182158.2810327706,48556.98609731877,12542.229394240318,6497.041708043694,362685.3992055611,15.72724750646932,52.794973016863175,26909.0,23962.0,228393.0,239339.0,246144.0,110876.0,4042646.0,93351.0,5011620.0,-3.2970546854106386,-3.5903711008667627,-3.5894867930028607,-3.8275288132399554,3.590402742073695,-1.6949152542372836,0.8849557522123908,0.0,0.0,-96.97378565921358,-4.072227626459146,3.30946661380227,-7.321632964517355,-25.85596221959858,23.957139969000597,0.0
5,2014-01-01,2014,1,Capital Federal,4.02408151087022,445569.0,820161.0,17767.0,1866.0,14555.0,1299918.0,42.6550716305864,112.254122789269,852.0,88825.52,1096050.0,70292.88,38797.68,54.84,6208.0,0.0,1301080.92,0.7669186488981516,0.7669284542452859,0.48876042378587226,-0.08622132667144289,4.031231651769263,-13.800427793138914,2.7407486402900805,-10.020732550103661,-1.891465886061694,11.004291000937938,1.4045787017912037,10.647592770313508,25.96377208163554,28.77281115439818,17.754385964912277,0.0
27,2014-04-01,2014,2,Capital Federal,4.24999122363848,447637.0,828411.0,17729.0,1883.0,14555.0,1310215.0,42.9747769614274,113.14335247541,847.0,81431.28,1078213.4,87358.88,56004.08,58.68,6427.0,0.0,1310340.32,2.437826955025013,1.9522712912141582,2.1928672387842685,-2.7952533145749525,2.3774227246402546,7.462951566373466,-0.762515664493113,4.29592553248952,-1.6062010548186012,-1.0059021387319955,-0.3553526906878379,3.209492565293348,-2.5485503157818057,9.956344466867106,4.335331752816041,-54.586208633455904
65,2014-07-01,2014,3,Capital Federal,4.43738094339007,450155.0,833402.0,17886.0,1995.0,14387.0,1317825.0,43.2063995929272,113.800512332415,840.0,78016.28,1060145.4,102169.88,70907.08,94.68,6626.0,0.0,1318799.32,1.8077591444031649,1.8995070231688116,1.7767791068329597,-3.1132133304510257,1.8481040327580356,-30.990521589712316,-1.6910651186269554,627.7505255781359,40.54054054054055,-64.16747809152872,-4.146142090485839,-2.5490180276741325,-42.421284069906676,-12.683898634161162,37.6303333466389,-100.0
95,2014-10-01,2014,4,Capital Federal,4.78178771127556,455785.0,840224.0,17155.0,1962.0,15394.0,1330520.0,43.6046206766365,114.896765508016,2698.0,62895.8,1038268.56,123450.8,95771.88,890.04,7997.0,0.0,1331972.08,0.6328394406760474,0.632839440676003,0.3950585615466018,0.6361128142243988,0.8230452674897082,-6.666666666666665,0.0,0.0,0.0,-5.998033431661753,0.6073841534156799,7.686866305116724,12.143928035982011,11.904761904761907,0.0,0.0
112,2015-01-01,2015,1,Capital Federal,4.99971168387637,454934.0,841743.0,19334.0,1994.0,14716.0,1332721.0,43.658724990074,114.896997148903,2545.0,59084.12,1013510.44,134150.6,114568.56,1195.36,8401.0,0.0,1333455.08,4.018676004669008,3.79751652344007,3.7954020156007795,-0.37080984870958567,1.3457841252403124,13.301519021373842,0.0,0.0,0.0,0.0,-5.965231223724576,0.8975834292290097,9.304823276703766,31.924882629107977,13.922065387863425,-32.17884130982368
122,2015-04-01,2015,2,Capital Federal,5.31214873823781,453178.0,858342.0,19786.0,2172.0,12806.0,1346284.0,44.0848542837935,116.066270918604,2493.0,51799.04,990111.68,148569.4,142976.36,1482.32,9258.0,0.0,1346689.8,0.8221805412571115,0.6081800212863087,0.5977286312014218,-22.028596961572834,-3.11874886342971,6.11149840505314,0.36258158085569203,0.0,0.0,-29.841269841269845,-19.293078055964653,-13.444709626093875,-18.19749892194912,-16.49583600256246,6.077096645746027,1.3596491228070162
153,2015-07-01,2015,3,Capital Federal,5.66468043459464,454815.0,871262.0,30974.0,2229.0,12788.0,1372068.0,44.9110922281475,118.28921116432,2448.0,49339.52,942524.76,159618.24,175594.04,2027.68,10022.0,0.0,1341574.24,2.0135195881360035,1.7601365936809943,1.7602204759735285,-4.73685292123055,1.0111563001380608,35.409353414109376,19.31535666475426,0.0,271.0843373493976,0.0,-10.069886868218846,5.364206972941621,-3.401074364118828,-22.935779816513758,32.394692892930046,-1.0160274756725762
185,2015-10-01,2015,4,Capital Federal,5.92780352297904,455427.0,879950.0,19818.0,2273.0,12758.0,1370226.0,44.8329837809894,118.130363211538,2417.08,46568.36,916813.04,172029.4,198635.36,3087.48,10899.04,0.0,1350449.76,0.12363841242017948,-0.32586041430994195,-0.32369995522812944,0.0,6.806806806806809,0.0,0.0,0.22950135614436817,0.4987531172069737,0.09564801530368428,0.00135576675388549,3.9823008849557473,0.0,0.0,0.0,0.0
200,2016-01-01,2016,1,Capital Federal,6.0474037028117,454425.0,832126.0,36332.0,2284.0,12729.0,1337896.0,43.7577841271835,115.160058888848,2310.08,43686.08,869048.32,178664.92,192643.68,6577.0,10838.12,0.0,1303768.2,1.3524897759125132,0.9398154810785542,0.940138187157058,-0.4419841148283532,3.028473689505984,13.289473684210517,1.5408980011128781,0.0,0.0,0.0,-1.3283119888380934,-1.9382331378299145,27.776855387680556,0.9226401703335663,0.0,-0.27260336210813696
220,2016-04-01,2016,2,Capital Federal,6.57621893245929,450644.0,892209.0,36669.0,2390.0,12672.0,1394584.0,45.5937571210413,120.039535048253,4352.0,1736.0,859038.96,146091.0,213010.0,19597.0,13477.0,0.0,1257301.96,2.1423653629993433,2.142365362999432,1.8631966475955997,1.2350130713062235,3.244413565784998,4.819277108433728,11.926803013993537,-14.222222222222225,-0.6369426751592355,-7.308707460440922,0.4424656078299005,18.076609266972987,23.96175520123922,21.114551083591326,10.797546012269944,0.0
261,2016-07-01,2016,3,Capital Federal,7.38017269920781,447726.0,905105.0,36796.0,2514.0,10963.0,1403104.0,45.854720267722,120.772877751015,331.0,995.0,759027.84,208249.0,240856.0,38341.0,13886.0,0.0,1261685.84,3.400525578687308,3.4005255786873523,3.146734031498455,3.393319107955506,3.7238675958188194,29.032258064516125,0.22865853658535773,15.384615384615374,90.47619047619047,-10.279647850854479,1.1146534985737144,45.01061571125264,79.69283276450511,0.0,0.0,0.0
269,2016-10-01,2016,4,Capital Federal,7.95759624275289,434835.0,914952.0,38161.0,2583.0,10928.0,1401459.0,45.7837382772723,120.631331736324,517.0,1477.0,704324.4,225723.0,264582.0,53506.0,16756.0,0.0,1266885.4,-0.27620556939098595,-0.27620556939097485,-0.5125226703192265,-1.7037937569278072,2.219842274364714,7.373271889400912,0.0,40.90909090909092,0.0,-17.72390572390572,-0.9621798629500078,1.157546602525561,9.014591245252856,30.24544734758512,11.428571428571432,0.0
297,2017-01-01,2017,1,Capital Federal,8.34814731669542,428801.0,918328.0,38259.0,2730.0,10928.0,1399046.0,45.687714654171,108.369208365608,510.0,1409.0,678921.84,218487.0,277195.0,66536.0,19881.0,0.0,1262939.84,-0.22336371997572213,-0.41682455475559044,-0.4316546762589968,-10.242031913577698,2.6282227016460658,-0.1776198934280604,-0.04804458537522871,-0.17175572519083637,2815.3985074626867,196.9600335008375,538.02274867852,83.7200325265474,575.9797779395705,338.96285776709635,25.971267033624002,-18.325184305431385
324,2017-04-01,2017,2,Capital Federal,8.84321983078825,615262.0,932466.0,38628.0,2819.0,11016.0,1600191.0,52.236738675121,124.061393756425,556.0,35663.0,726223.0,304970.0,378571.0,80234.0,37977.0,0.0,1564194.0,0.3897489311303515,0.1590972380725697,0.15868380847461339,-2.07062887716305,3.012304657079068,-0.1008690254500344,0.1672962763086927,-0.16200103680663602,147.3684210526316,-100.0,-11.492534318054105,-20.74393262228237,151.76980778246602,-10.55806938159879,33.1552219032899,-6.1494671344409895
340,2017-07-01,2017,3,Capital Federal,10.6357202740733,583249.0,941092.0,33481.0,2814.0,9723.0,1570359.0,51.2444496511116,121.858325909693,283.0,33924.0,590689.0,311411.0,426300.0,120675.0,91917.0,0.0,1575199.0,1.822068716266667,1.5979081929110794,1.6034985422740622,-7.910276749515244,1.3406238886348731,12.543344161769543,-1.8177362035864508,3.536257833482548,1725.5299065420563,96.54671840354767,240.77443149735643,-23.150703295384055,82.83935112248916,-12.42173401333856,-21.90171073989341,0.0
379,2017-10-01,2017,4,Capital Federal,15.2022188691604,571363.0,961688.0,36277.0,3119.0,9877.0,1582324.0,51.6167209151056,122.89742418735,314.0,31411.0,517018.0,284040.0,458120.0,178396.0,114939.0,0.0,1584238.0,-9.77268084858035,-9.940585009140769,-9.964093357271109,-5.079474775397374,-34.04945904173107,18.811701838601568,4.470032477118391,7.0754716981132,-13.4020618556701,-20.19543973941368,-4.5883252612796355,-36.60271169096956,8.556667742977076,-45.03546099290781,6.924988703117929,18.505942275042454
399,2018-01-01,2018,1,Capital Federal,17.7455773041801,349995.0,968483.0,35535.0,3164.0,9393.0,1366570.0,44.5629613204179,106.235671745868,89.0,10039.0,292566.0,222737.0,487826.0,227953.0,127384.0,0.0,1368594.0,1.3560117302052754,0.4661919994236152,1.058640286923973,0.0916129794905185,6.265032642309021,0.0,0.0,0.0,8.910891089108919,-0.1927710843373509,0.16559867521059868,5.583591079277217,8.05998125585754,2.3255813953488413,0.0,0.0
428,2018-04-01,2018,2,Capital Federal,18.9381345892782,342431.0,977916.0,35610.0,3908.0,9321.0,1369186.0,44.632577746788,106.534941281467,73.0,9234.0,290291.0,219166.0,445345.0,264805.0,142253.0,0.0,1371167.0,1.3815828483816572,1.1274934952298254,1.1533242876526462,-9.901459162402881,0.524533693460949,4.7138047138047146,0.0,0.0,1.724137931034475,-4.337539432176651,-20.903501737503337,25.392182930071794,-1.2785484096959454,148.91304347826087,3.2319136816003846,-1.370558375634523
446,2018-07-01,2018,3,Capital Federal,21.6433683640614,334353.0,1009252.0,35694.0,3872.0,9319.0,1392490.0,45.3770920456075,108.445914110219,73.0,8493.0,287919.0,147253.0,370677.0,415020.0,165055.0,0.0,1394490.0,1.209927989180093,0.987865192596904,0.98812294878865,-0.009252405625459481,1.770472323992478,1.378143133462273,-0.12300123001229846,-0.05189413596263792,-20.967741935483875,-6.988200252033449,1.5911465035653105,31.70334148329259,35.858585858585855,57.03324808184143,20.98765432098766,0.0
467,2018-10-01,2018,4,Capital Federal,22.9353019922347,328253.0,1019490.0,33042.0,3978.0,4257.0,1389020.0,45.2493139403669,108.273149970574,74.0,7388.0,283281.0,143309.0,330496.0,437662.0,186810.0,0.0,1389020.0,2.065165144544401,1.8643190056965242,1.8547626532536832,2.908213931054049,-1.4063125583878233,11.814691033207714,-0.547182012634928,-13.18252730109204,0.0,-2.430307362401718,-3.335122135432189,60.512597741094694,42.5083135391924,-3.549626950033913,36.72798948751643,-88.39485788418445
491,2019-01-01,2019,1,Capital Federal,24.7150632938498,328246.0,1030814.0,32281.0,3978.0,4281.0,1399600.0,45.5791838994366,109.196164558838,74.0,7417.0,283787.0,131007.0,330122.0,365713.0,283463.0,0.0,1401583.0,-0.14630014630014898,-0.48030147008095714,-0.48219538769672665,-0.45610034207526073,0.0,0.0,0.0,0.0,0.0,-6.719653179190754,-0.07866466727304289,-1.4292520247736973,-3.812056737588654,0.0,2160.0,0.0
504,2019-04-01,2019,2,Capital Federal,30.346259857092,309937.0,1061358.0,36082.0,3962.0,4281.0,1415620.0,46.0859257928109,110.545566994852,74.0,1027.0,281370.0,124087.0,239691.0,296155.0,475991.0,6514.383299798793,1418395.0,1.1781888997078882,0.8585660155487895,0.8578130133666928,-8.314943949157028,3.483486774806366,0.02117746717491542,0.0,3.3333333333333437,0.0,0.0,-6.485277674245249,-9.065061046997824,1.0465365644434899,16.495480690221864,1.9031750874146436,0.0
530,2019-07-01,2019,3,Capital Federal,38.7141005607114,300288.0,1080973.0,24900.0,3895.0,31155.0,1441211.0,46.9047708934881,112.645387803721,104.0,368.0,269704.0,120924.0,138011.0,258591.0,655108.0,0.0,1442810.0,12.730669446510468,12.426006655230793,12.423137604228884,0.4597896054939987,159.3092862624712,7.40023246803565,7.407407407407418,4.596412556053808,-70.64220183486239,295.83333333333337,-10.576570374090732,25.0,34.00000000000001,480.0,-13.636363636363635,0.0
558,2019-10-01,2019,4,Capital Federal,44.2031786700859,196938.0,1093143.0,35534.0,3914.0,28576.0,1358105.0,44.1870536086124,106.245467510411,307.0,15.0,177098.0,110218.0,110852.0,205810.0,753805.0,0.0,1358105.0,20.232651160625316,0.9464111221093363,7.720873331981637,539.0745343963991,173.36316860671502,-74.28330053368705,-54.567016611460126,602.382887356075,-3.703703703703709,0.0,0.48319973186603526,0.17733045770429445,1.3558636041687722,4.992578599379294,-1.6145621666641574,-1.1149073907570584
598,2020-01-01,2020,1,Capital Federal,58.7056829624225,184494.0,1097635.0,38898.0,3911.0,28556.0,1353494.0,44.0240824345247,105.980174141819,264.0,312.0,169651.0,102254.0,89665.0,85899.0,906009.0,0.0,1354054.0,1.6222385674791395,1.3691226805981005,1.388888888888884,-7.496241139829596,-0.11000543705034227,7.683956401868497,0.0,0.0,3730.0333333333333,168.45115081768625,302.9148605589779,72.1196952722384,212.0867983193277,420.23122734334544,7.333361145266126,-26.73882928701312
618,2020-04-01,2020,2,Capital Federal,60.4844973584038,178896.0,1106133.0,39482.0,3937.0,29373.0,1357821.0,44.151826868205,106.414805990736,264.0,312.0,166474.0,94585.0,79858.0,80160.0,935481.0,687.0,1357821.0,0.7967786887348227,0.4491455572543934,0.44953128355964544,-0.05348852136332072,1.7609342375136228,-1.6715830875122961,0.0,0.7800891530460596,0.0,-0.2107925801011823,-12.593332941383972,-1.0566037735849076,27.351740485492293,28.971838469713074,17.11111111111112,0.0
627,2020-07-01,2020,3,Capital Federal,63.8085202560717,170375.0,1129573.0,39417.0,3936.0,29374.0,1372675.0,44.6227428971926,107.675901165732,264.0,312.0,162222.0,85083.0,68753.0,78028.0,977766.0,247.0,1372675.0,3.651613857237912,3.3161819340608245,3.317381841812095,3.2451800034123846,3.0916892844687682,0.05439216752787246,7.0967303378424385,55.55555555555556,0.0,0.0,1.6940417608724667,16.092828609473074,-6.991436192615474,-1.9077606964252647,6.159403722163792,0.0
658,2020-10-01,2020,4,Capital Federal,67.3251367687937,163060.0,1142528.0,39890.0,4815.0,29237.0,1379530.0,44.8339684267828,108.311074890435,135.0,244.0,160210.0,78123.0,60208.0,80269.0,1000073.0,268.0,1379530.0,0.32679093278571436,-0.018973942604794125,-0.01717066298670966,-0.05516213194185493,1.2575994441549332,0.7337526205450695,0.0,-0.07930214115781098,-1.3184584178498993,-0.7260492296794707,-1.7149806967039383,-0.40650406504064707,18.581181359453836,20.514429109159348,179.5,0.0
679,2021-01-01,2021,1,Capital Federal,68.290268867969,159805.0,1145093.0,39980.0,5559.0,29236.0,1379673.0,44.8269901646418,108.419939223293,135.0,244.0,159662.0,76753.0,56457.0,83255.0,1003041.0,126.0,1379673.0,0.4969830499987449,0.19159911569639476,0.2034569740366754,-1.381414701803052,2.593537414965996,0.17339911102427497,0.0,0.005272037115133799,0.0,-0.4889975550122272,-1.2828198057786788,-0.43483108484780875,2.8194935217903394,-0.6198045792620732,1.4867054226627374,0.0041203131438072305
711,2021-04-01,2021,2,Capital Federal,72.7467500323148,148989.0,1175097.0,41318.0,5580.0,29371.0,1400355.0,45.4871904812949,110.144402032121,294.0,603.0,157558.0,73568.0,43859.0,86655.0,1037752.0,66.0,1400355.0,13.573945401257937,13.217100197711185,13.216277344070004,-3.840483897931579,2.3315260530883064,2882.9467939972715,92.40506329113924,-12.646370023419207,204.08163265306123,-99.8888888888889,-2.319277108433737,8.719267234452843,7.40792508211614,24.102294622525843,108.95848506919154,-5.256154357950759
732,2021-07-01,2021,3,Capital Federal,77.7120710690731,142902.0,1192107.0,42966.0,6059.0,29371.0,1413405.0,45.9003834652686,111.271055142509,295.0,603.0,156978.0,67013.0,39785.0,73502.0,1075229.0,0.0,1413405.0,0.6783890210144694,-47.37624392935126,-54.9967592249466,0.0,3.9170506912442393,0.0,40.96534653465347,0.0,-99.48805032670069,-94.28040048929087,-61.491282526851535,-100.0,-100.0,-100.0,-100.0,-100.0
